,user_name,created_at,attitudes_count,comments
28,__不眠飞行,Mon Nov 23 20:54:15 +0800 2020,0,没想到这都有人杠...爸妈没教给你的基本礼仪，别人好心写出来而已[吃惊]跳脚的可以默认是怕占不到别人便宜的性骚扰预备役了。我相信正常男的都会主动和异性保持安全距离的啦[兔子]。
29,nmhszjj,Mon Nov 23 17:12:56 +0800 2020,0,对文史社会方面了解的挺少的吧，爹妈干啥的？小时候家里挺困难吧？
30,或许堂吉诃德,Mon Nov 23 17:10:58 +0800 2020,0,。。。。？？？这些难道不是普通平常就应该日常生活中干的事吗？？？原来男生平常都不需要这样吗？？呵呵
31,异日同归处,Mon Nov 23 10:46:40 +0800 2020,0,这不是正常人应遵守的礼节吗[哆啦A梦害怕]
32,cococin,Mon Nov 23 08:48:36 +0800 2020,0,好不好的女孩都有您这号的整天揣着个手随时准备教人做人呢？怎么爹瘾犯了没处撒啊[吃瓜]回去教育你儿子去吧。
33,蒼術黑鹿,Mon Nov 23 04:25:59 +0800 2020,0,[吃瓜]大学专业全法排名前三 看看你还有啥自卑的搞笑发言 我平时都见不到那么弱智的人 快让我涨涨见识[二哈]
34,写故事的人31960,Mon Nov 23 04:25:49 +0800 2020,0,2.人少时候大概没有正常人会贴到别人身上。晚上，无监控，人少路上，旁边有脚步声都会提高警惕注意安全，无论对方是男性还是女性 3.地铁上我也不喜欢别人碰我，男女一样，保持距离是应该的，不小心碰到本来就应该双方道歉 1，4不会做，5身边没有人当面对女性口嗨 6没机会 综上所述这6条其实没啥要求
35,nmhszjj,Mon Nov 23 03:29:40 +0800 2020,0,我一直以为女生才跟我气急败坏，你这太差了兄弟。你都没看懂我说的，你大学挺差的吧
36,黄泉引路人u,Mon Nov 23 00:02:28 +0800 2020,0,确实，没妈当然没人教
37,爱思可丽姆,Sun Nov 22 23:59:32 +0800 2020,0,毕竟很多人没有人教[胖红生气]
38,Baneslayer2018,Sun Nov 22 23:53:42 +0800 2020,0,拳尸不跟男性共情。都打拳了谁考虑可行性。
39,切糕系梅子,Sun Nov 22 22:00:34 +0800 2020,0,评论区给我看傻了，当代姜太公//@一大把谷子:？这个钩这么直咋还有人上钩
40,太阳神1号,Sun Nov 22 21:28:24 +0800 2020,0,可是猥亵小男孩的大部分也是男性怎么破呢？
41,取火有道何至于偷,Sun Nov 22 21:03:12 +0800 2020,0,另外我在别的地方看到的一个例子很有意思，一个公司有外派工作去印度，部门所以男性一致通过不让女同事去，原因是印度是出名的QJ大国，女性十分不安全。你觉得这是性别歧视吗？
42,取火有道何至于偷,Sun Nov 22 20:33:38 +0800 2020,0,性别歧视底层逻辑是啥？不是认为女性任何能力都不如男性吗？生理差异那是客观事实，但是其他不涉及体能方面的智力等等男女基本都一样啊
43,取火有道何至于偷,Sun Nov 22 20:31:15 +0800 2020,0,[允悲]同样是工作方面那种不是同工同酬的才是赤裸裸的性别歧视
44,可乐鸡翅酱香肘子,Sun Nov 22 20:29:23 +0800 2020,0,愿者前仆后继[哈哈][哈哈][哈哈]
45,不知啥原因炸号了,Sun Nov 22 20:11:58 +0800 2020,0,转发微博
46,蒼術黑鹿,Sun Nov 22 19:50:56 +0800 2020,0,你好自卑[二哈] 你全身上下拿得出手的只有你的所在地[吃瓜] 太可怜了吧 这就是肛生子的眼界[赞]巴黎和上海按照占地面积确实是小地方呢[吃瓜]怎么你在阴间 比较开阔？
47,古早味全糖去冰加奶盖,Sun Nov 22 19:38:18 +0800 2020,0,好好好 是是是 万恶的资本主义！
48,取火有道何至于偷,Sun Nov 22 19:28:57 +0800 2020,0,所以我不都说了部分欧洲国家出台了这种政策吗？你能不能看好再说？那就在举一个例子，牛奶厂会人工授精让母牛不停的怀孕来产奶，生下的小母牛说不定会养大来扩大产能，而小公牛对奶厂来说没有任何价值，一出生直接扔进粉碎机里去当做饲料原材料。在这个例子里母牛生产反而是资本所需要的，还不明白？
49,古早味全糖去冰加奶盖,Sun Nov 22 19:16:29 +0800 2020,0,可是不生孩子不休产假就能解决这个问题了？看似是资本问题，但底层逻辑是性别歧视呀，结构性的性别歧视。男女同修产假不是比要求女性不生孩子科学多了？
50,nmhszjj,Sun Nov 22 19:14:45 +0800 2020,0,歪个狗脑袋抖机灵的小地方人
51,nmhszjj,Sun Nov 22 19:14:10 +0800 2020,0,你对素质有什么误解，说的话都没有逻辑，小地方人真可怜
52,取火有道何至于偷,Sun Nov 22 19:01:44 +0800 2020,0,[允悲]你还没听懂吗？你不生孩子，没有怀孕和产假就不会拒绝你的求职，听不懂？
53,古早味全糖去冰加奶盖,Sun Nov 22 18:55:58 +0800 2020,0,是呀 姐妹 你说的这 就叫做 性别歧视
54,取火有道何至于偷,Sun Nov 22 18:54:01 +0800 2020,0,单就一个同工同酬你看看欧美有几个企业做到的？中国最少国企或者公务员这类工作单位同工同酬早都普及并且执行了很多年了
55,取火有道何至于偷,Sun Nov 22 18:50:44 +0800 2020,0,欧美国家还明确的反对种族歧视呢，你看看欧美的种族歧视少吗？
56,梁喵喵miao,Sun Nov 22 18:47:55 +0800 2020,0,除了日本，哪个老牌资本主义国家的私企招聘是明目张胆男性优先的？
57,取火有道何至于偷,Sun Nov 22 18:41:32 +0800 2020,0,你要是对HR说自己是丁克，不打算要孩子，你就会比那些打算要孩子的女性求职者更容易被选择。理解不了这个逻辑？
58,取火有道何至于偷,Sun Nov 22 18:36:29 +0800 2020,0,不然你认为HR招人的时候问女性求职者结没结婚，生没生孩子，打算什么时候生是为了什么？
59,最靓牙医徐文祖,Sun Nov 22 18:32:28 +0800 2020,0,你不骚不勾引人家女孩子，人家干嘛怀疑你？误会你？诬陷你？[费解]
60,取火有道何至于偷,Sun Nov 22 18:28:43 +0800 2020,0,如果男人生孩子，有孕期和产假那资本就会偏向选择女性，懂了吗？所以现在有些欧美国家男人会有跟女性一样多的产假来平衡，这很难理解吗？
61,古早味全糖去冰加奶盖,Sun Nov 22 18:16:28 +0800 2020,0,男的不会有产假，然后和性别没关系？您看看这两句话连起来通顺吗[允悲]
62,户户之一,Sun Nov 22 18:06:43 +0800 2020,0,那你侵权的话，一样可以告新浪交出你的信息。立案了的话自然就公开了。是谁告诉你的网上口嗨一律不犯法？
63,取火有道何至于偷,Sun Nov 22 18:03:24 +0800 2020,0,各单位只要男的绝大部分都是私企，资本主义思想决定了更喜欢男性劳动力，因为男人不会有产假等等，这是资本主义决定的，跟性别没有关系
64,拳师终结者X5,Sun Nov 22 17:58:03 +0800 2020,0,没有哦，作为常年的键盘侠，我微博上的id 现实中没人知道的，你尽管挂。我之前被挂过好多次了。[偷笑]
65,户户之一,Sun Nov 22 17:56:35 +0800 2020,0,我的意思是，你如果私信口嗨骂人，或者在评论里回别人的时候涉及污言秽语。被你侮辱冒犯的人可以打包把你的言辞发给你互关中的所有女性。不是每一个上网的ID都和现实中人际关系没一点关系的吧。敢说就要有被挂的思想准备。
66,拳师终结者X5,Sun Nov 22 17:53:58 +0800 2020,0,转发我微博的评论当然可以啊。另外我网上id 和现实没什么关系，随便转。[偷笑]
67,户户之一,Sun Nov 22 17:52:33 +0800 2020,0,我上哪知道你照片名字去，我只是让你的互关知道你的言论，你的互关知道到什么程度就不在我需要关注的范围内了
68,拳师终结者X5,Sun Nov 22 17:50:50 +0800 2020,0,你可以发我的言论，但不能暴露我真人的脸部信息，个人名字，这些都是我的私人信息，是受法律保护的。
69,欢迎瞎子不看置顶前来狗叫,Sun Nov 22 17:50:44 +0800 2020,0,君子不立危墙
70,户户之一,Sun Nov 22 17:49:04 +0800 2020,0,这不叫个人信息。这是你的言论。你的互关知不知道你的个人信息我可管不着。
71,拳师终结者X5,Sun Nov 22 17:35:40 +0800 2020,0,可以啊，但如果你违法发布我的个人信息，我也可以起诉你。侵犯的我个人权利。有什么问题用过法律解决是好事，
72,拳师终结者X5,Sun Nov 22 17:34:20 +0800 2020,0,从法律上说这也是犯法的。不过现在一般舆论会容忍这种情况。但你没搞清楚却先公布了别人的信息上网，然后还搞错了，那你就准备好被舆论反噬。因为你本身违法，而且也不占理。至于对普通人来说社死 影响并不大。影响时间也很短。而且个人碰到的概率实在太低，根本不必在意。
73,户户之一,Sun Nov 22 17:30:50 +0800 2020,0,你有口嗨的权利，别人就有把你口嗨的东西发给你所有互关的权利。不是知道法律治不了只怕三次元社死吗？那就继续呗。
74,户户之一,Sun Nov 22 17:28:36 +0800 2020,0,原来你们也清楚真的性骚扰的代价比比女性指控失误的代价小多了啊。所以才这么怕社死。说真的如果是真的被骚扰查监控实锤了的话的话，公开这个人干了这个事要求对方纸面道歉根本没毛病啊。要想人不知除非己莫为，如果说这叫社死的话那就叫吧。
75,郭晃晃,Sun Nov 22 16:45:38 +0800 2020,0,这当然不是什么建议，这都是废话。人跟人不一样，有些人不需要任何建议也不会伤害女性，会伤害女性的人不会听取建议。如果你觉得你面对的每个男人都是潜在的伤害者，那你当然只能在保护自己上多下功夫。
76,麻烦少女秋雨雨_,Sun Nov 22 16:31:32 +0800 2020,0,不过是他们当个不犯法讲礼貌的普通人，这都要跳，到底是谁在贬低全体男人的素质啊[偷笑]
77,dtenan02,Sun Nov 22 16:21:20 +0800 2020,0,你是个好女孩
78,dtenan02,Sun Nov 22 16:17:27 +0800 2020,0,然鹅有些男宝就是做不到[偷笑]
79,dtenan02,Sun Nov 22 16:14:08 +0800 2020,0,你懂个屁，蝻骸好不容易在清华学姐这里扳回一局，很不容易的好不好！[偷笑]
80,麻烦少女秋雨雨_,Sun Nov 22 15:26:31 +0800 2020,0,？评论里有些男的是不是智商有问题
81,麻烦少女秋雨雨_,Sun Nov 22 15:10:16 +0800 2020,0,你是不是看不懂原po写了什么呀？女性被性骚扰被强奸被杀害的时候你们怎么说“是你自己不懂得规避风险”人家po主给出的建议就是防止普通女生被侵害普通男生被诬陷的，你现在跳出来说“你防备男性让我觉得冒犯”[疑问]hello？只有男人是人？
82,檀霄,Sun Nov 22 15:08:27 +0800 2020,0,因为不道歉会被诬告会社死，你想社死也可以不道歉啊。女人不怕社死不用道歉[嘻嘻]
83,檀霄,Sun Nov 22 15:07:33 +0800 2020,0,“男人都是潜在强奸犯”这话不是很多男人说的吗？男人自己都认定男人品德有缺，你还这么敏感，玩笑都开不起，这么无趣的女人男人不会喜欢的[哼]
84,九尾Assasin,Sun Nov 22 14:00:22 +0800 2020,0,没有区别，都是魔法[doge] 所以大家现在意识到魔法的本质了吧。。。所以，只有魔法才能对抗魔法呀～
85,AyaseNaru,Sun Nov 22 13:03:06 +0800 2020,0,那不好意思 我认为这个学弟的处理方法是有问题的
86,AyaseNaru,Sun Nov 22 13:02:23 +0800 2020,0,你说的这句话 我只能说你高峰期坐的巴士地铁太少…男碰女女碰男都是正常现象
87,长阪浴尘No2,Sun Nov 22 12:52:20 +0800 2020,0,这篇每个字都很合理毫不过分啊，有什么问题吗
88,哎呀哎呀忘记了,Sun Nov 22 12:35:09 +0800 2020,0,√
89,小钱烨,Sun Nov 22 12:21:51 +0800 2020,0,哈？我并不需要那些东西谢谢，啥子校园贷？啥子变现哟。我读书那会儿从高一拿奖学金拿到研究生毕业，奖学金比好多上班族工资还多，谢谢您勒。
90,小钱烨,Sun Nov 22 12:19:34 +0800 2020,0,？你没读过大学吗？导师办公室有监控吗？讨论学术问题去哪讨论？还要导师带你去星巴克不成？你没工作过吗？老板办公室有监控吗？老板布置工作还要亲自到你工位去不成？你以后一定要坚决拒绝在办公室汇报工作哈，坚持不跟客户在包间吃饭好吧，做不到的就死马好吧。
91,小钱烨,Sun Nov 22 12:16:50 +0800 2020,0,哈
92,本厮Livia,Sun Nov 22 12:14:37 +0800 2020,0,是你觉得男性品德不好才觉得是映射
93,lemon于孟宁,Sun Nov 22 11:33:57 +0800 2020,0,“你们还是该好好思考一下”[doge][doge][doge]爹味儿要溢出屏幕了我的天…
94,宅局最好,Sun Nov 22 11:19:06 +0800 2020,0,挺好的建议啊，不立危墙之下，这不是男的经常发的吗，现在给了他们正确做法，他们一定很感激您啊！[可爱]  
95,black理学爱好者,Sun Nov 22 11:15:11 +0800 2020,0,危墙是你定义的？
96,Leacy吃吃吃,Sun Nov 22 11:12:32 +0800 2020,0,男孩子们保护好自己，就像女孩子受到欺负的时候被劝保护好自己一样[心]
97,拳师终结者X5,Sun Nov 22 11:09:23 +0800 2020,0,[偷笑]你可以指手画脚啊。只是我不会听你的罢了。
98,昨夜闲潭梦落花VV,Sun Nov 22 11:07:48 +0800 2020,0,既然口嗨和侮辱女性是你的权利，那指手划脚也是我的权利，有本事你去告我啊
99,The-WWW,Sun Nov 22 10:46:38 +0800 2020,0,因为男人的总形象就是大垃圾  基数太大的没办法  想做一个好男人那就好好忍着[嘻嘻]  遵守规则
100,bxuxz666,Sun Nov 22 10:44:46 +0800 2020,0,奇了怪了，没监控还把人单独叫到没人的地方，心里打的什么算盘心自己不清楚？还985硕士吹牛也不打草稿，985智商能低到这个程度，你也知道君子不能立于危墙之下，教育女性你头头是道，知道自证难你唯唯诺诺
101,无敌鸡蛋头,Sun Nov 22 10:41:06 +0800 2020,0,所以这篇文章不就是特地写出来教你们男孩子如何避免被恶毒女性利用性别攻击的吗？这有什么不满意的？
102,bxuxz666,Sun Nov 22 10:41:06 +0800 2020,0,只能看出来你很酸：而因为你是男的，用裸照骗校园贷你全无压力，你不是女的所以不能一遇到事情就告性骚扰，你不是女的，你失去了一把大好利器。建议你快去变性吧，还是那句话，真有便宜占这好事能轮得到女的？法律也是看透了男的，才没把男人算进猥亵的罪受害者。可怜了那些真正的受害者。
103,bxuxz666,Sun Nov 22 10:35:20 +0800 2020,0,男生被诬告你说别信，女生被诬告你“去报警维权啊”
104,Lynn_Yoo,Sun Nov 22 10:21:48 +0800 2020,0,瓜田李下，自己不避嫌还等别人给你找借口吗？[偷笑]
105,落雪无音__ET,Sun Nov 22 10:12:41 +0800 2020,0,不是，你抢在别人诬告你之前道歉啊！用语是“对不起刚刚是不是碰到你了？不好意思啊”对面原来误会了的话听到这句不就知道误会了。这样再诬告你那就是主观故意了，才好告啊。不然人家到时候说是误会了，你特么告都得扯皮，对吧
106,小钱烨,Sun Nov 22 10:12:01 +0800 2020,0,再者，我也不是学法的，这也不需要是学法的才能懂的法律逻辑常识，是个正常人都该懂被诬陷一方没有自证清白的义务，只有自证清白的权利。权利和义务的差别，你们还是该好好思考一下。
107,小钱烨,Sun Nov 22 10:09:41 +0800 2020,0,一样的，逻辑感人，非常严重的滑坡谬误。我都懒得去说到底是哪里有问题，因为全都是洞，无从下手。
108,拳师终结者X5,Sun Nov 22 10:09:35 +0800 2020,0,口嗨不犯法啊，至于侮辱，你认为是侮辱那就去法院起诉啊，违法了，就承担法律责任，如果你不去告，那就别指手画脚。
109,小钱烨,Sun Nov 22 10:08:25 +0800 2020,0,[可怜]这怎么还跟人权车上关系了呢？学了几个词就无限往上套啊。那些劝女孩子不要穿暴露的你们讨厌，所以你们劝男孩子离女性远一点，劝男孩子时刻保持警惕以自证清白？不是，我怎么看不懂这中间的逻辑，难道不是应该劝女性万一，万一遇到性骚扰保留证据起诉吗？
110,王撕葱大人,Sun Nov 22 10:00:04 +0800 2020,0,还是建议大噶学男德[二哈]保护自己，也保护女生。
111,没有神的光环cl,Sun Nov 22 09:49:37 +0800 2020,0,都是为了男孩子好啊激动什么，你能控制的了坏女人诬不诬陷你吗？你只能保证自己不要达成被诬陷的条件，只能保护好自己。真是不识好心人
112,点点星空2005,Sun Nov 22 09:46:27 +0800 2020,0,谁让一些男人总是代表男性说话，什么有哪个男人不嫖，男人都…希望有男人这样说的时候，有好男人反驳。
113,蒼術黑鹿,Sun Nov 22 09:41:04 +0800 2020,0,罗冠军报警称梁污蔑 警方也表示不成立哦 这句话还给你  你看，就算警方信息也没法改变别人对他的印象，黄泥掉进裤裆里，说不清了。[太开心]
114,时代度假酒店,Sun Nov 22 09:38:57 +0800 2020,0,哈哈哈哈那你呢？冰柜舒服吗？ http://t.cn/A6GQpQ9m
115,信仰之域,Sun Nov 22 09:36:01 +0800 2020,0,我以警方公布的消息为准。你看，就算警方信息也没法改变别人对他的印象，黄泥掉进裤裆里，说不清了。
116,是兜兜酱酱安吖,Sun Nov 22 09:32:57 +0800 2020,0,今天给你烧香，不用谢
117,蒼術黑鹿,Sun Nov 22 09:31:32 +0800 2020,0,别丢大城市人的脸了[二哈]
118,蒼術黑鹿,Sun Nov 22 09:29:51 +0800 2020,0,罗冠军你确实应该再了解一下[二哈]根据女方放出的录音 罗都亲口承认了 嘴上说着不动她实际动手动脚是男女交往的小技巧 罗冠军的文章里 亲自承认了当时急于确认关系[二哈]只有蛆选择性眼瞎耳聋
119,蒼術黑鹿,Sun Nov 22 09:28:07 +0800 2020,0,还有人给罗冠军洗呢[二哈]女方放出的录音 罗都亲口承认了 嘴上说着不动她实际动手动脚是男女交往的小技巧 罗冠军的文章里 亲自承认了当时急于确认关系[二哈]只有蛆选择性眼瞎耳聋
120,喵团子Neko,Sun Nov 22 09:26:21 +0800 2020,0,……为什么，这个东西每一条不都是你们男人每天都在劝女生的吗？只是换了一下性别进行反讽，评论里这些男的是真的看不懂吗？艹不管是真不懂还是装不懂我现在真的害怕了[衰]
121,昨夜闲潭梦落花VV,Sun Nov 22 09:24:07 +0800 2020,0,所以口嗨，侮辱女性是你的权利？
122,UN贰货,Sun Nov 22 09:22:38 +0800 2020,0,因为你喜欢扣帽子 脑子指定进水了啊喂
123,拳师终结者X5,Sun Nov 22 09:16:06 +0800 2020,0,每个个体都是自由的，不要尝试给别人立规矩，只要没违法乱纪，别人做什么都是自己的权利。我不会给别人设定行为标准，同时我也不会理睬别人给我设定的标准，这很公平。
124,noheadingback,Sun Nov 22 08:41:20 +0800 2020,0,君子不立危墙之下啊？平常你们嘲讽极限运动 嘲讽去探索的人不就是这样说的
125,粉丝手长蒸煮糊,Sun Nov 22 07:30:34 +0800 2020,0,博主写的可是关于保护男孩子的啊，被你说成“这么麻烦”？？[疑问]男孩子不值得保护吗？你是不是见不得男孩子好啊？众所周知男人不出门接触女性就不会担心被诬告呢，你这是排斥男性就业吗？[疑问]
126,随便起个昵称l,Sun Nov 22 07:11:36 +0800 2020,0,所以男人检点一点不就得了
127,昨夜闲潭梦落花VV,Sun Nov 22 07:03:28 +0800 2020,0,这些恶臭男连基本的礼貌都做不到
128,AbsolutelyUrBae,Sun Nov 22 04:37:20 +0800 2020,0,原来您是大城市的啊，为什么素质还是这么差？文化程度也不高的样子，有点可悲啊
129,古早味全糖去冰加奶盖,Sun Nov 22 04:13:19 +0800 2020,0,男孩子们！不要忍气吞声！//@买小蘑菇的女孩:遇到这种问题就是打电话报警态度强硬，她敢说我性骚，我就告她诽谤。不要忍气吞声，我一个正常人就因为你的神经质怕这怕哪。我呸
130,古早味全糖去冰加奶盖,Sun Nov 22 04:07:29 +0800 2020,0,男性真的好容易吃亏！一把子保护起来！给您出几个招：1运用嘴巴这个器官喊她排队。2用手拍对方肩膀提醒3向身边路人大声呼救！//@第第第321:第二条第三条必须得女性同时遵守，否则男性就会吃亏啊，比如排队时要是女生横冲直撞，还要保持距离就只能自动排在所有女生后面了
131,古早味全糖去冰加奶盖,Sun Nov 22 04:04:41 +0800 2020,0,很想知道彩虹头像到底怎么惹到网友了??居然还有防身功能吗哈哈哈哈哈（且不谈根据头像划分人群是否合理）//@闲云萧鹤:挺好的，一次看到一个“讲道理”的彩虹头像人…
132,Skodh777,Sun Nov 22 03:57:11 +0800 2020,0,放心，对等的，你让别人社会性死亡，那就一命换一命，报警没用的，没杀人之前警察不管的，把人惹急了，盯你一辈子，总有机会，灭门的又不是没有。
133,Skodh777,Sun Nov 22 03:52:19 +0800 2020,0,其实应该直接在她说话之前直接动手，尽量控制力道别到轻伤以上级别就行，报警后警察问为什么就说听到她骂人了，一冲动，现在回想起来可能是听错了，实在不应该，愿意道歉接收处罚。这样比道歉安全多了，顶多行政处罚，力道是关键
134,文戈桑,Sun Nov 22 03:40:29 +0800 2020,0,是这样的，就是觉得双标好好笑，还搞惯用的威胁那一套哈哈哈哈哈哈哈哈哈。姐妹早睡呀，晚安[给你小心心]
135,in了就这个造型in了,Sun Nov 22 03:39:11 +0800 2020,0,就算他上升全体女性关我屁事，反正经常跟杀人犯共情的男的还在那骂人呢，上升我又怎样[悲伤]
136,驾乎其上,Sun Nov 22 03:26:11 +0800 2020,0,哎 所以说，去学好语文再来说话 文不对题，作文多少分？
137,lemon于孟宁,Sun Nov 22 03:24:14 +0800 2020,0,厉害了??原来学会尊重他人不是必须的，好奇怪，我爸妈教我在遇到陌生人的时候要懂得尊重对方呢
138,文戈桑,Sun Nov 22 03:20:38 +0800 2020,0,反对受害者有罪确实是我们说的，但没见你们有几个人持赞同意见啊，现在为了你们好，说点你们经常说的喜欢说的，你们又不高兴。男人就是麻烦
139,lemon于孟宁,Sun Nov 22 03:18:27 +0800 2020,0,说得太好了
140,holly_fontaine,Sun Nov 22 03:18:13 +0800 2020,0,所以在没有监控的情况下，男生明明犯了事，女生假如也明确感受到、甚至眼睁睁看到男生犯了事，男生是不是可以耍赖到底，并且斩断女生的所有后路（比如他蹭你身体，你一把抓住他唧唧，然后他是不是可以反告你骚扰他），反正报警无证据，也不能在没监控的基础上曝光他。这时候女生的权益如何维护呢？
141,lemon于孟宁,Sun Nov 22 03:12:41 +0800 2020,0,博主既然不是法律博主，那么本来她发的这个微博也没必要科普什么所谓的正确的“法律知识”“逻辑学”吧，你认真的样子仿佛天桥上贴膜的[允悲]作为女性我只能说，这几条不是什么过分的要求，只不过人正常人会做的事罢了，反而女性听到最多的规训都是不要走夜路不要穿的少，和这几条相比哪种是没有人权呢
142,文戈桑,Sun Nov 22 03:11:27 +0800 2020,0,笑死，他回复你就又不上升全体女性了。反正对女的不好的就会上升，对男的不好的就是个体[赞]笑死了哈哈哈哈哈哈
